"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDFG","WESD","WESF","WSFG"
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-12",,,"2.14","0.0",,"37","43","32",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-13",,,"0.00","0.0",,"30","32","27",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-14",,,"0.55","0.0",,"36","45","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-15",,,"0.00","0.0",,"36","41","32",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-16",,,"0.09","0.8",,"34","38","30",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-17",,,"0.09","0.4","0.0","33","36","30",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-18",,,"0.00","0.0",,"34","41","27",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-19",,,"0.00","0.0",,"36","41","30",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-20",,,"0.02","0.2",,"31","34","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-21",,,"0.00","0.0",,"36","43","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-22",,,"0.00","0.0",,"32","39","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-23",,,"0.04","0.4",,"31","39","23",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-24",,,"0.79","7.9",,"24","27","21",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-25",,,"0.20","2.0",,"27","30","24",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-26",,,"0.12","1.2",,"26","30","21",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-27",,,"0.35","3.5",,"25","28","21",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-28",,,"0.08","0.8",,"28","34","23",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-29",,,"0.28","2.8",,"27","30","24",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-30",,,"0.20","2.0",,"29","34","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-01-31",,,"0.58","3.5",,"33","37","29",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-01",,,"0.82","3.5",,"34","38","30",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-02",,,"0.35","3.5",,"30","34","27",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-03",,,"0.00","0.0",,"30","36","24",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-04",,,"0.16","0.4",,"30","34","27",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-05",,,"0.12","1.2",,"34","40","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-06",,,"0.20","2.0",,"30","32","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-07",,,"0.00","0.0",,"26","30","21",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-08",,,"0.04","0.4","0.0","22","27","18",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-09",,,"0.00","0.0",,"21","26","16",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-10",,,"0.12","1.2",,"20","25","16",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-11",,,"0.00","0.0",,"12","21","3",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-12",,,"0.20","2.0",,"15","22","9",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-13",,,"0.20","2.0",,"18","22","14",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-14",,,"0.63","6.3",,"23","29","17",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-15",,,"0.28","2.8","0.0","28","32","24",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-16",,,"0.00","0.0","0.0","29","32","27",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-17",,,"0.00","0.0","0.0","27","30","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-18",,,"0.20","2.0","0.0","28","31","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-19",,,"0.16","1.6",,"28","32","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-20",,,"0.00","0.0","0.0","27","31","23",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-21",,,"1.52","0.0",,"31","37","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-22",,,"0.00","0.0",,"35","37","32",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-23",,,"0.00","0.0",,"29","34","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-24",,,"0.47","4.7","0.0","27","34","21",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-25",,,"0.12","1.2","0.0","30","36","23",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-26",,,"0.00","0.0","0.0","27","30","23",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-27",,,"0.20","2.0","0.0","27","31","23",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-02-28",,,"0.43","0.0","0.0","28","33","23",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-01",,,"0.10","0.0","0.0","33","36","30",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-02",,,"0.00","0.0",,"27","30","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-03",,,"0.00","0.0","0.0","33","40","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-04",,,"0.24","0.0",,"37","40","34",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-05",,,"0.16","1.2","0.0","36","41","32",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-06",,,"0.43","4.3","0.0","32","36","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-07",,,"0.43","4.3","0.0","28","32","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-08",,,"0.00","0.0",,"29","33","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-09",,,"0.00","0.0","0.0","30","36","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-10",,,"0.00","0.0","0.0","30","34","27",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-11",,,"0.00","0.0","0.0","31","38","24",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-12",,,"0.00","0.0","0.0","35","41","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-13",,,"0.00","0.0","0.0","38","44","33",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-14",,,"0.12","1.2",,"36","41","32",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-15",,,"0.00","0.0",,"26","33","19",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-16",,,"0.00","0.0",,"30","35","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-17",,,"0.00","0.0",,"36","44","29",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-18",,,"0.10","0.8",,"39","45","34",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-19",,,"0.59","5.9","0.0","33","37","29",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-20",,,"0.20","2.0","0.0","33","37","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-21",,,"0.87","8.7","0.0","29","34","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-22",,,"0.00","0.0",,"31","36","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-23",,,"0.24","2.4",,"30","34","27",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-24",,,"0.55","5.5",,"30","33","27",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-25",,,"0.00","0.0","0.0","33","37","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-26",,,"0.00","0.0","0.0","31","35","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-27",,,"0.08","0.8",,"32","34","30",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-28",,,"0.24","2.4",,"32","34","30",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-29",,,"0.00","0.0",,"28","34","22",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-30",,,"0.00","0.0",,"28","32","24",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-03-31",,,"0.00","0.0",,"35","45","26",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-01",,,"0.00","0.0",,"39","45","34",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-02",,,"0.04","0.4",,"36","45","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-03",,,"0.04","0.4",,"34","37","30",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-04",,,"0.00","0.0","0.0","32","37","27",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-05",,,"0.00","0.0",,"33","39","27",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-06",,,"0.04","0.4",,"35","41","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-07",,,"0.31","3.1",,"35","41","29",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-08",,,"0.00","0.0",,"28","33","23",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-09",,,"0.59","5.9",,"27","30","25",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-10",,,"0.00","0.0",,"26","32","19",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-11",,,"0.00","0.0",,"29","36","23",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-12",,,"0.00","0.0",,"35","41","28",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-13",,,"0.00","0.0",,"43","49","36",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-14",,,"0.00","0.0",,"50","57","43",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-15",,,"0.00","0.0",,"55","59","52",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-16",,,"0.00","0.0",,"58","66","50",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-17",,,"0.00","0.0",,"58","65","50",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-18",,,"0.00","0.0",,"56","63","48",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-20",,,"0.00","0.0",,,"63",,,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-21",,,"0.00","0.0",,"49","55","43",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-22",,,"0.00","0.0",,"46","54","37",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-23",,,"0.32","0.0",,"39","42","36",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-24",,,"0.48","0.0",,"36","39","32",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-25",,,"0.28","0.0",,"35","39","30",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-26",,,"0.00","0.0",,"38","42","34",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-27",,,"0.00","0.0",,"39","44","35",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-28",,,"1.44","0.0",,"43","52","35",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-29",,,"1.43","0.0",,"45","52","39",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-04-30",,,"0.17","0.0",,"45","52","39",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-05-01",,,"0.00","0.0",,"44","52","36",,,,
"CA001105658","N VANC GROUSE MOUNTAIN RESORT, BC CA","2021-05-02",,,"0.00","0.0",,"38","42","34",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-01",,,"3.69",,,"44","48","40",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-02",,,"3.69",,,"44","46","42","   21",,,"76.1"
"CA001046332","PORT MELLON, BC CA","2021-01-03",,,"0.60",,,"40","44","36","   21",,,"73.8"
"CA001046332","PORT MELLON, BC CA","2021-01-04",,,"1.34",,,"40","43","37",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-05",,,"2.03",,,"39","43","36","   21",,,"76.1"
"CA001046332","PORT MELLON, BC CA","2021-01-21",,,"0.00",,,"40","48","33",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-22",,,"0.00",,,"36","43","30",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-23",,,"0.00",,"0.4","35","41","28",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-24",,,"0.48",,"0.4","34","35","32",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-25",,,"1.55",,"0.8","33","35","32",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-26",,,"0.09",,"2.8","35","38","32",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-27",,,"0.25",,"2.0","35","37","32",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-28",,,"0.02",,"2.0","37","40","34",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-29",,,"0.04",,"1.6","39","42","35",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-30",,,"1.22",,"0.0","39","42","36",,,,
"CA001046332","PORT MELLON, BC CA","2021-01-31",,,"1.20",,,"41","43","39",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-01",,,"1.57",,,"41","42","39",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-02",,,"0.20",,,"40","43","38",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-03",,,"0.00",,,"40","47","33",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-04",,,"0.33",,,"38","40","36",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-05",,,"0.14",,,"40","44","36",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-06",,,"0.34",,,"43","49","36","   35",,,"76.1"
"CA001046332","PORT MELLON, BC CA","2021-02-07",,,"0.00",,,"39","47","31",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-08",,,"0.02",,"0.0","33","36","29",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-09",,,"0.00",,"0.0","32","36","28",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-10",,,"0.00",,"0.4","30","32","29",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-11",,,"0.00",,"0.4","26","30","23",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-12",,,"0.00",,"0.8","25","31","18",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-13",,,"0.16",,"0.8","30","33","27",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-14",,,"0.13",,"2.4","31","34","29",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-15",,,"0.40",,"2.4","37","41","32",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-16",,,"0.01",,"1.2","40","46","34","   36",,,"76.1"
"CA001046332","PORT MELLON, BC CA","2021-02-17",,,"0.00",,"0.8","38","46","31",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-18",,,"0.43",,"0.8","37","41","34",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-19",,,"0.26",,"0.4","38","43","34",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-20",,,"0.20",,"0.0","37","42","32",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-21",,,"1.52",,,"40","45","35",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-22",,,"0.37",,,"44","51","37",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-23",,,"0.03",,,"40","46","33","    1",,,"73.8"
"CA001046332","PORT MELLON, BC CA","2021-02-24",,,"0.11",,,"35","42","29",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-25",,,"0.81",,,"37","42","32",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-26",,,"0.04",,,"40","48","32","   35",,,"82.8"
"CA001046332","PORT MELLON, BC CA","2021-02-27",,,"0.02",,,"36","43","30",,,,
"CA001046332","PORT MELLON, BC CA","2021-02-28",,,"0.59",,,"38","42","34",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-01",,,"0.12",,,"48","55","40",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-02",,,"0.00",,,"40","46","34",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-03",,,"0.00",,,"43","49","38",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-04",,,"0.72",,,"44","51","37",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-05",,,"0.76",,,"46","51","42","   21",,,"94.0"
"CA001046332","PORT MELLON, BC CA","2021-03-06",,,"0.40",,,"44","47","41",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-07",,,"0.45",,,"41","44","37",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-08",,,"0.01",,,"43","51","35",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-09",,,"0.01",,,"42","48","37",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-10",,,"0.02",,,"42","50","34","   35",,,"71.6"
"CA001046332","PORT MELLON, BC CA","2021-03-11",,,"0.00",,,"41","49","32",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-12",,,"0.00",,,"43","50","36",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-13",,,"0.00",,,"48","57","38",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-14",,,"0.63",,,"43","51","35","   22",,,"76.1"
"CA001046332","PORT MELLON, BC CA","2021-03-15",,,"0.00",,,"41","50","31",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-16",,,"0.00",,,"40","49","32",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-17",,,"0.00",,,"44","52","36",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-18",,,"0.28",,,"45","48","42",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-19",,,"1.20",,,"43","46","41",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-20",,,"0.88",,,"43","48","39",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-21",,,"2.11",,,"39","42","35",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-22",,,"0.19",,,"43","52","34",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-23",,,"0.01",,,"42","49","35",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-24",,,"0.83",,,"41","47","35",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-25",,,"0.00",,,"46","53","39",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-26",,,"0.00",,,"43","47","38",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-27",,,"0.03",,,"43","47","38",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-28",,,"1.43",,,"42","50","35","   35",,,"125.3"
"CA001046332","PORT MELLON, BC CA","2021-03-29",,,"0.00",,,"41","50","31",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-30",,,"0.00",,,"41","49","33",,,,
"CA001046332","PORT MELLON, BC CA","2021-03-31",,,"0.00",,,"44","53","35",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-01",,,"0.00",,,"49","56","43",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-02",,,"0.00",,,"45","50","40",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-03",,,"0.20",,,"45","50","40",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-04",,,"0.00",,,"45","53","37",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-05",,,"0.00",,,"43","53","34",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-06",,,"0.00",,,"45","56","35",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-07",,,"0.41",,,"42","46","38",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-08",,,"0.07",,,"42","50","33",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-09",,,"1.50",,,"39","41","36",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-10",,,"0.08",,,"41","49","32","   21",,,"73.8"
"CA001046332","PORT MELLON, BC CA","2021-04-11",,,"0.00",,,"41","51","31",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-12",,,"0.00",,,"47","61","34",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-13",,,"0.00",,,"53","66","39",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-14",,,"0.00",,,"55","68","41",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-15",,,"0.00",,,"60","71","48",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-16",,,"0.00",,,"59","71","47",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-17",,,"0.00",,,"61","72","49",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-18",,,"0.00",,,"58","69","48",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-19",,,"0.00",,,"59","71","48",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-20",,,"0.00",,,"57","68","46",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-21",,,"0.00",,,"56","66","46",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-22",,,"0.00",,,"54","66","43",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-23",,,"0.00",,,"52","58","45",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-24",,,"0.41",,,"50","54","45",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-25",,,"0.44",,,"49","52","45",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-26",,,"0.08",,,"50","55","45",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-27",,,"0.02",,,"51","58","44",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-28",,,"0.20",,,"50","53","47",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-29",,,"0.08",,,"56","65","47",,,,
"CA001046332","PORT MELLON, BC CA","2021-04-30",,,"0.56",,,"54","59","48",,,,
"CA001046332","PORT MELLON, BC CA","2021-05-01",,,"0.00",,,"51","59","43",,,,
"CA001046332","PORT MELLON, BC CA","2021-05-02",,,"0.00",,,"52","61","42",,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-01",,,"0.52",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-04","    3","0.95",,,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-05",,,"0.60",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-06",,,"0.37",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-07",,,"0.00",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-08",,,"0.40",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-11",,,"0.33",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-12",,,"1.40",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-13",,,"0.59",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-14",,,"0.00",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-15",,,"0.13",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-16",,,"0.00",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-17",,,"0.13",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-25",,,"0.54",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-28",,,"0.17",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-29",,,"0.00","0.0",,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-01-31",,,"0.39",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-02-01",,,"1.93",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-02-02",,,"0.76",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-02-03",,,"0.17",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-02-04",,,"0.11",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-02-05",,,"0.34",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-02-06",,,"0.49",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-02-19","   10","0.97",,,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-03-01","   10","1.02",,,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-03-05","    4","0.23",,,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-03-15",,,"0.31",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-03-19",,,"0.31",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-03-20",,,"0.05",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-03-22",,,"0.35",,,,,,,,,
"US1WAWC0060","LYNDEN 2.2 NNW, WA US","2021-03-28","    6","0.94",,,,,,,,,,
